,id,home_country_id,name,code,no_response,created_at,updated_at
23,24,4,Parish of Saint Mary,05:AG,0,2017-08-17 01:19:16,2017-08-17 01:19:16
24,25,4,Parish of Saint Paul,06:AG,0,2017-08-17 01:19:16,2017-08-17 01:19:16
25,26,4,Parish of Saint Peter,07:AG,0,2017-08-17 01:19:16,2017-08-17 01:19:16
26,27,4,Parish of Saint Philip,08:AG,0,2017-08-17 01:19:16,2017-08-17 01:19:16
27,28,4,Barbuda,10:AG,0,2017-08-17 01:19:16,2017-08-17 01:19:16
28,29,4,Redonda,11:AG,0,2017-08-17 01:19:16,2017-08-17 01:19:16
29,30,4,I prefer not to specify the state,__:AG,1,2017-08-17 01:19:16,2017-08-17 01:19:16
30,31,5,not applicable,--:AI,0,2017-08-17 01:19:16,2017-08-17 01:19:16
31,32,6,Qarku i Beratit,01:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
32,33,6,Qarku i Durresit,02:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
33,34,6,Qarku i Elbasanit,03:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
34,35,6,Qarku i Fierit,04:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
35,36,6,Qarku i Gjirokastres,05:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
36,37,6,Qarku i Korces,06:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
37,38,6,Qarku i Lezhes,08:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
38,39,6,Qarku i Dibres,09:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
39,40,6,Qarku i Shkodres,10:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
40,41,6,Qarku i Tiranes,11:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
41,42,6,Qarku i Vlores,12:AL,0,2017-08-17 01:19:17,2017-08-17 01:19:17
42,43,6,I prefer not to specify the state,__:AL,1,2017-08-17 01:19:17,2017-08-17 01:19:17
43,44,7,Aragatsotn,AG:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
44,45,7,Ararat,AR:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
45,46,7,Armavir,AV:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
46,47,7,Yerevan,ER:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
47,48,7,Gegharkunik,GR:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
48,49,7,Kotayk,KT:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
49,50,7,Lori,LO:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
50,51,7,Shirak,SH:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
51,52,7,Syunik,SU:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
52,53,7,Tavush,TV:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
53,54,7,Vayots Dzor,VD:AM,0,2017-08-17 01:19:18,2017-08-17 01:19:18
54,55,7,I prefer not to specify the state,__:AM,1,2017-08-17 01:19:18,2017-08-17 01:19:18
55,56,8,Bengo Province,BGO:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
56,57,8,Benguela,BGU:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
57,58,8,Bíe,BIE:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
58,59,8,Cabinda,CAB:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
59,60,8,Cuando Cobango,CCU:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
60,61,8,Cunene Province,CNN:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
61,62,8,Cuanza Norte Province,CNO:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
62,63,8,Huambo,HUA:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
63,64,8,Luanda Norte,LNO:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
64,65,8,Lunda Sul,LSU:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
65,66,8,Luanda Province,LUA:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
66,67,8,Malanje Province,MAL:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
67,68,8,Moxico,MOX:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
68,69,8,Namibe Province,NAM:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
69,70,8,Uíge,UIG:AO,0,2017-08-17 01:19:18,2017-08-17 01:19:18
70,71,8,I prefer not to specify the state,__:AO,1,2017-08-17 01:19:18,2017-08-17 01:19:18
71,72,9,not applicable,--:AQ,0,2017-08-17 01:19:19,2017-08-17 01:19:19
72,73,10,Salta,A:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
73,74,10,Buenos Aires,B:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
74,75,10,Buenos Aires F.D.,C:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
75,76,10,San Luis,D:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
76,77,10,Entre Rios,E:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
77,78,10,La Rioja,F:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
78,79,10,Santiago del Estero,G:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
79,80,10,Chaco,H:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
80,81,10,San Juan,J:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
81,82,10,Catamarca,K:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
82,83,10,La Pampa,L:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
83,84,10,Mendoza,M:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
84,85,10,Misiones,N:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
85,86,10,Formosa,P:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
86,87,10,Neuquen,Q:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
87,88,10,Rio Negro,R:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
88,89,10,Santa Fe,S:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
89,90,10,Tucuman,T:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
90,91,10,Chubut,U:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
91,92,10,Tierra del Fuego,V:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
92,93,10,Corrientes,W:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
93,94,10,Cordoba,X:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
94,95,10,Jujuy,Y:AR,0,2017-08-17 01:19:19,2017-08-17 01:19:19
95,96,10,Santa Cruz,Z:AR,0,2017-08-17 01:19:20,2017-08-17 01:19:20
96,97,10,I prefer not to specify the state,__:AR,1,2017-08-17 01:19:20,2017-08-17 01:19:20
97,98,11,Eastern District,E:AS,0,2017-08-17 01:19:20,2017-08-17 01:19:20
98,99,12,Burgenland,1:AT,0,2017-08-17 01:19:20,2017-08-17 01:19:20
99,100,12,Carinthia,2:AT,0,2017-08-17 01:19:20,2017-08-17 01:19:20
100,101,12,Lower Austria,3:AT,0,2017-08-17 01:19:21,2017-08-17 01:19:21
101,102,12,Upper Austria,4:AT,0,2017-08-17 01:19:21,2017-08-17 01:19:21
102,103,12,Salzburg,5:AT,0,2017-08-17 01:19:21,2017-08-17 01:19:21
103,104,12,Styria,6:AT,0,2017-08-17 01:19:21,2017-08-17 01:19:21
104,105,12,Tyrol,7:AT,0,2017-08-17 01:19:21,2017-08-17 01:19:21
105,106,12,Vorarlberg,8:AT,0,2017-08-17 01:19:21,2017-08-17 01:19:21
106,107,12,Vienna,9:AT,0,2017-08-17 01:19:21,2017-08-17 01:19:21
107,108,12,I prefer not to specify the state,__:AT,1,2017-08-17 01:19:21,2017-08-17 01:19:21
108,109,13,Australian Capital Territory,ACT:AU,0,2017-08-17 01:19:21,2017-08-17 01:19:21
109,110,13,New South Wales,NSW:AU,0,2017-08-17 01:19:21,2017-08-17 01:19:21
110,111,13,Northern Territory,NT:AU,0,2017-08-17 01:19:21,2017-08-17 01:19:21
111,112,13,Queensland,QLD:AU,0,2017-08-17 01:19:21,2017-08-17 01:19:21
112,113,13,South Australia,SA:AU,0,2017-08-17 01:19:21,2017-08-17 01:19:21
113,114,13,Tasmania,TAS:AU,0,2017-08-17 01:19:21,2017-08-17 01:19:21
114,115,13,Victoria,VIC:AU,0,2017-08-17 01:19:21,2017-08-17 01:19:21
115,116,13,Western Australia,WA:AU,0,2017-08-17 01:19:21,2017-08-17 01:19:21
116,117,13,I prefer not to specify the state,__:AU,1,2017-08-17 01:19:21,2017-08-17 01:19:21
117,118,14,not applicable,--:AW,0,2017-08-17 01:19:22,2017-08-17 01:19:22
118,119,15,not applicable,--:AX,0,2017-08-17 01:19:22,2017-08-17 01:19:22
119,120,16,Absheron Rayon,ABS:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
120,121,16,Baku City,BA:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
121,122,16,Imishli Rayon,IMI:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
122,123,16,Nakhichevan,NX:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
123,124,16,Qusar Rayon,QUS:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
124,125,16,Shaki City,SAK:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
125,126,16,Salyan Rayon,SAL:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
126,127,16,Sumqayit City,SM:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
127,128,16,Zaqatala Rayon,ZAQ:AZ,0,2017-08-17 01:19:23,2017-08-17 01:19:23
128,129,16,I prefer not to specify the state,__:AZ,1,2017-08-17 01:19:23,2017-08-17 01:19:23
129,130,17,Federation of B&H,BIH:BA,0,2017-08-17 01:19:23,2017-08-17 01:19:23
130,131,17,Brčko,BRC:BA,0,2017-08-17 01:19:23,2017-08-17 01:19:23
131,132,17,Republika Srpska,SRP:BA,0,2017-08-17 01:19:23,2017-08-17 01:19:23
132,133,17,I prefer not to specify the state,__:BA,1,2017-08-17 01:19:23,2017-08-17 01:19:23
133,134,18,Christ Church,01:BB,0,2017-08-17 01:19:24,2017-08-17 01:19:24
134,135,18,Saint Andrew,02:BB,0,2017-08-17 01:19:24,2017-08-17 01:19:24
135,136,18,Saint George,03:BB,0,2017-08-17 01:19:24,2017-08-17 01:19:24
136,137,18,Saint James,04:BB,0,2017-08-17 01:19:24,2017-08-17 01:19:24
137,138,18,Saint Lucy,07:BB,0,2017-08-17 01:19:24,2017-08-17 01:19:24
138,139,18,Saint Michael,08:BB,0,2017-08-17 01:19:24,2017-08-17 01:19:24
139,140,18,Saint Philip,10:BB,0,2017-08-17 01:19:24,2017-08-17 01:19:24
140,141,18,I prefer not to specify the state,__:BB,1,2017-08-17 01:19:24,2017-08-17 01:19:24
141,142,19,Barisal Division,A:BD,0,2017-08-17 01:19:25,2017-08-17 01:19:25
142,143,19,Chittagong,B:BD,0,2017-08-17 01:19:25,2017-08-17 01:19:25
143,144,19,Dhaka Division,C:BD,0,2017-08-17 01:19:25,2017-08-17 01:19:25
144,145,19,Khulna Division,D:BD,0,2017-08-17 01:19:25,2017-08-17 01:19:25
145,146,19,Rajshahi Division,E:BD,0,2017-08-17 01:19:25,2017-08-17 01:19:25
146,147,19,Rangpur Division,F:BD,0,2017-08-17 01:19:25,2017-08-17 01:19:25
147,148,19,Sylhet Division,G:BD,0,2017-08-17 01:19:25,2017-08-17 01:19:25
148,149,19,Mymensingh Division,H:BD,0,2017-08-17 01:19:25,2017-08-17 01:19:25
149,150,19,I prefer not to specify the state,__:BD,1,2017-08-17 01:19:25,2017-08-17 01:19:25
150,151,20,Brussels Capital,BRU:BE,0,2017-08-17 01:19:25,2017-08-17 01:19:25
151,152,20,Flanders,VLG:BE,0,2017-08-17 01:19:25,2017-08-17 01:19:25
152,153,20,Wallonia,WAL:BE,0,2017-08-17 01:19:25,2017-08-17 01:19:25
153,154,20,I prefer not to specify the state,__:BE,1,2017-08-17 01:19:25,2017-08-17 01:19:25
154,155,21,Cascades Region,02:BF,0,2017-08-17 01:19:26,2017-08-17 01:19:26
155,156,21,Centre,03:BF,0,2017-08-17 01:19:26,2017-08-17 01:19:26
156,157,21,Hauts-Bassins,09:BF,0,2017-08-17 01:19:26,2017-08-17 01:19:26
157,158,21,I prefer not to specify the state,__:BF,1,2017-08-17 01:19:26,2017-08-17 01:19:26
158,159,22,Blagoevgrad,01:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
159,160,22,Burgas,02:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
160,161,22,Varna,03:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
161,162,22,Oblast Veliko Tarnovo,04:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
162,163,22,Oblast Vidin,05:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
163,164,22,Oblast Vratsa,06:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
164,165,22,Gabrovo,07:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
165,166,22,Oblast Dobrich,08:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
166,167,22,Oblast Kardzhali,09:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
167,168,22,Oblast Kyustendil,10:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
168,169,22,Lovech,11:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
169,170,22,Oblast Montana,12:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
170,171,22,Pazardzhik,13:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
171,172,22,Pernik,14:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
172,173,22,Oblast Pleven,15:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
173,174,22,Plovdiv,16:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
174,175,22,Oblast Razgrad,17:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
175,176,22,Oblast Ruse,18:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
176,177,22,Oblast Silistra,19:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
177,178,22,Oblast Sliven,20:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
178,179,22,Oblast Smolyan,21:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
179,180,22,Sofia-Capital,22:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
180,181,22,Sofia,23:BG,0,2017-08-17 01:19:27,2017-08-17 01:19:27
181,182,22,Oblast Stara Zagora,24:BG,0,2017-08-17 01:19:28,2017-08-17 01:19:28
182,183,22,Oblast Targovishte,25:BG,0,2017-08-17 01:19:28,2017-08-17 01:19:28
183,184,22,Haskovo,26:BG,0,2017-08-17 01:19:28,2017-08-17 01:19:28
184,185,22,Oblast Shumen,27:BG,0,2017-08-17 01:19:28,2017-08-17 01:19:28
185,186,22,Oblast Yambol,28:BG,0,2017-08-17 01:19:28,2017-08-17 01:19:28
186,187,22,I prefer not to specify the state,__:BG,1,2017-08-17 01:19:28,2017-08-17 01:19:28
187,188,23,Manama,13:BH,0,2017-08-17 01:19:28,2017-08-17 01:19:28
188,189,23,Southern Governorate,14:BH,0,2017-08-17 01:19:28,2017-08-17 01:19:28
189,190,23,Muharraq,15:BH,0,2017-08-17 01:19:28,2017-08-17 01:19:28
190,191,23,Northern,17:BH,0,2017-08-17 01:19:28,2017-08-17 01:19:28
191,192,23,I prefer not to specify the state,__:BH,1,2017-08-17 01:19:28,2017-08-17 01:19:28
192,193,24,Bujumbura Mairie Province,BM:BI,0,2017-08-17 01:19:29,2017-08-17 01:19:29
193,194,25,Atlantique Department,AQ:BJ,0,2017-08-17 01:19:30,2017-08-17 01:19:30
194,195,25,Littoral,LI:BJ,0,2017-08-17 01:19:30,2017-08-17 01:19:30
195,196,25,Ouémé,OU:BJ,0,2017-08-17 01:19:30,2017-08-17 01:19:30
196,197,25,Zou Department,ZO:BJ,0,2017-08-17 01:19:30,2017-08-17 01:19:30
197,198,25,I prefer not to specify the state,__:BJ,1,2017-08-17 01:19:30,2017-08-17 01:19:30
198,199,26,not applicable,--:BL,0,2017-08-17 01:19:30,2017-08-17 01:19:30
199,200,27,Saint George,GC:BM,0,2017-08-17 01:19:30,2017-08-17 01:19:30
200,201,27,Hamilton city,HC:BM,0,2017-08-17 01:19:31,2017-08-17 01:19:31
201,202,27,Sandys Parish,SA:BM,0,2017-08-17 01:19:31,2017-08-17 01:19:31
202,203,27,I prefer not to specify the state,__:BM,1,2017-08-17 01:19:31,2017-08-17 01:19:31
203,204,28,Belait District,BE:BN,0,2017-08-17 01:19:31,2017-08-17 01:19:31
204,205,28,Brunei and Muara District,BM:BN,0,2017-08-17 01:19:31,2017-08-17 01:19:31
205,206,28,Temburong District,TE:BN,0,2017-08-17 01:19:31,2017-08-17 01:19:31
206,207,28,Tutong District,TU:BN,0,2017-08-17 01:19:31,2017-08-17 01:19:31
207,208,28,I prefer not to specify the state,__:BN,1,2017-08-17 01:19:31,2017-08-17 01:19:31
208,209,29,El Beni,B:BO,0,2017-08-17 01:19:31,2017-08-17 01:19:31
209,210,29,Departamento de Cochabamba,C:BO,0,2017-08-17 01:19:31,2017-08-17 01:19:31
210,211,29,Departamento de Chuquisaca,H:BO,0,2017-08-17 01:19:31,2017-08-17 01:19:31
211,212,29,Departamento de La Paz,L:BO,0,2017-08-17 01:19:31,2017-08-17 01:19:31
212,213,29,Oruro,O:BO,0,2017-08-17 01:19:31,2017-08-17 01:19:31
213,214,29,Departamento de Potosi,P:BO,0,2017-08-17 01:19:31,2017-08-17 01:19:31
214,215,29,Departamento de Santa Cruz,S:BO,0,2017-08-17 01:19:31,2017-08-17 01:19:31
215,216,29,Departamento de Tarija,T:BO,0,2017-08-17 01:19:31,2017-08-17 01:19:31
216,217,29,I prefer not to specify the state,__:BO,1,2017-08-17 01:19:31,2017-08-17 01:19:31
217,218,30,not applicable,--:BQ,0,2017-08-17 01:19:32,2017-08-17 01:19:32
218,219,31,Acre,AC:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
219,220,31,Alagoas,AL:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
220,221,31,Amazonas,AM:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
221,222,31,Amapa,AP:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
222,223,31,Bahia,BA:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
223,224,31,Ceara,CE:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
224,225,31,Federal District,DF:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
225,226,31,Espirito Santo,ES:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
226,227,31,Goias,GO:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
227,228,31,Maranhao,MA:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
228,229,31,Minas Gerais,MG:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
229,230,31,Mato Grosso do Sul,MS:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
230,231,31,Mato Grosso,MT:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
231,232,31,Para,PA:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
232,233,31,Paraíba,PB:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
233,234,31,Pernambuco,PE:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
234,235,31,Piaui,PI:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
235,236,31,Parana,PR:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
236,237,31,Rio de Janeiro,RJ:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
237,238,31,Rio Grande do Norte,RN:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
238,239,31,Rondonia,RO:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
239,240,31,Roraima,RR:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
240,241,31,Rio Grande do Sul,RS:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
241,242,31,Santa Catarina,SC:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
242,243,31,Sergipe,SE:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
243,244,31,Sao Paulo,SP:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
244,245,31,Tocantins,TO:BR,0,2017-08-17 01:19:33,2017-08-17 01:19:33
245,246,31,I prefer not to specify the state,__:BR,1,2017-08-17 01:19:33,2017-08-17 01:19:33
246,247,32,Bimini,BI:BS,0,2017-08-17 01:19:34,2017-08-17 01:19:34
247,248,32,Central Abaco District,CO:BS,0,2017-08-17 01:19:34,2017-08-17 01:19:34
248,249,32,City of Freeport District,FP:BS,0,2017-08-17 01:19:34,2017-08-17 01:19:34
249,250,32,Harbour Island,HI:BS,0,2017-08-17 01:19:34,2017-08-17 01:19:34
250,251,32,New Providence District,NP:BS,0,2017-08-17 01:19:34,2017-08-17 01:19:34
251,252,32,North Andros District,NS:BS,0,2017-08-17 01:19:34,2017-08-17 01:19:34
252,253,32,I prefer not to specify the state,__:BS,1,2017-08-17 01:19:34,2017-08-17 01:19:34
253,254,33,Chukha,12:BT,0,2017-08-17 01:19:34,2017-08-17 01:19:34
254,255,33,Thimphu Dzongkhag,15:BT,0,2017-08-17 01:19:34,2017-08-17 01:19:34
255,256,33,I prefer not to specify the state,__:BT,1,2017-08-17 01:19:34,2017-08-17 01:19:34
256,257,34,Central District,CE:BW,0,2017-08-17 01:19:35,2017-08-17 01:19:35
257,258,34,Ghanzi District,GH:BW,0,2017-08-17 01:19:35,2017-08-17 01:19:35
258,259,34,Kgalagadi District,KG:BW,0,2017-08-17 01:19:35,2017-08-17 01:19:35
259,260,34,Kgatleng District,KL:BW,0,2017-08-17 01:19:35,2017-08-17 01:19:35
260,261,34,Kweneng District,KW:BW,0,2017-08-17 01:19:35,2017-08-17 01:19:35
261,262,34,North-East,NE:BW,0,2017-08-17 01:19:35,2017-08-17 01:19:35
262,263,34,North-West,NW:BW,0,2017-08-17 01:19:35,2017-08-17 01:19:35
263,264,34,South-East,SE:BW,0,2017-08-17 01:19:35,2017-08-17 01:19:35
264,265,34,I prefer not to specify the state,__:BW,1,2017-08-17 01:19:35,2017-08-17 01:19:35
265,266,35,Brest,BR:BY,0,2017-08-17 01:19:35,2017-08-17 01:19:35
266,267,35,Minsk City,HM:BY,0,2017-08-17 01:19:35,2017-08-17 01:19:35
267,268,35,Gomel,HO:BY,0,2017-08-17 01:19:35,2017-08-17 01:19:35
268,269,35,Grodnenskaya,HR:BY,0,2017-08-17 01:19:35,2017-08-17 01:19:35
269,270,35,Mogilev,MA:BY,0,2017-08-17 01:19:35,2017-08-17 01:19:35
270,271,35,Minsk,MI:BY,0,2017-08-17 01:19:35,2017-08-17 01:19:35
271,272,35,Vitebsk,VI:BY,0,2017-08-17 01:19:35,2017-08-17 01:19:35
272,273,35,I prefer not to specify the state,__:BY,1,2017-08-17 01:19:35,2017-08-17 01:19:35
273,274,36,Belize District,BZ:BZ,0,2017-08-17 01:19:36,2017-08-17 01:19:36
274,275,36,Cayo District,CY:BZ,0,2017-08-17 01:19:36,2017-08-17 01:19:36
275,276,36,Corozal District,CZL:BZ,0,2017-08-17 01:19:36,2017-08-17 01:19:36
276,277,36,Orange Walk District,OW:BZ,0,2017-08-17 01:19:36,2017-08-17 01:19:36
277,278,36,Stann Creek District,SC:BZ,0,2017-08-17 01:19:36,2017-08-17 01:19:36
278,279,36,I prefer not to specify the state,__:BZ,1,2017-08-17 01:19:36,2017-08-17 01:19:36
279,280,37,Alberta,AB:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
280,281,37,British Columbia,BC:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
281,282,37,Manitoba,MB:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
282,283,37,New Brunswick,NB:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
283,284,37,Newfoundland and Labrador,NL:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
284,285,37,Nova Scotia,NS:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
285,286,37,Northwest Territories,NT:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
286,287,37,Nunavut,NU:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
287,288,37,Ontario,ON:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
288,289,37,Prince Edward Island,PE:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
289,290,37,Quebec,QC:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
290,291,37,Saskatchewan,SK:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
291,292,37,Yukon,YT:CA,0,2017-08-17 01:19:36,2017-08-17 01:19:36
292,293,37,I prefer not to specify the state,__:CA,1,2017-08-17 01:19:36,2017-08-17 01:19:36
293,294,38,not applicable,--:CC,0,2017-08-17 01:19:37,2017-08-17 01:19:37
294,295,39,Bas-Congo,BC:CD,0,2017-08-17 01:19:37,2017-08-17 01:19:37
